Item Type,Product Name,Product Description,Product Code/SKU,CategoryProduct,SG King Cobra Cricket Bat ,<span class="prod-descr">King Cobra Bat made with Premium; imported Saravak cane to deliver superior power &amp; control. Made from top-of-the-line English Willow.<p>Color - Beige Size - SH Face Grill - Poly coat Willow Type - English Willow Material Used - Grip made from Sarawak cane Played by - Suresh Raina</p></span>,                1000563            ,Team Sports/Cricket/Cricket Bats;Team Sports/Cricket/Cricket Bats/English Willow Bats,
Product,Nelco Quantum Super Kashmir Willow Cricket Bat (Size 6) ,<span class="prod-descr">0</span>,                LYSN12224            ,NULL,
Product,Nelco Rage English Willow Cricket Bat (Men Size) ,<span class="prod-descr">0</span>,                LYSN12817            ,Team Sports/Cricket/Cricket Bats;Team Sports/Cricket/Cricket Bats/English Willow Bats,
Product,Nelco Quantum Super Kashmir Willow Cricket Bat (Size 4) ,<span class="prod-descr">0</span>,                LYSN12219            ,NULL,
Product,Nelco Quantum Super Kashmir Willow Cricket Bat (Men Size) ,<span class="prod-descr">0</span>,                LYSN12227            ,NULL,
Product,Nelco Quantum Kashmir Willow Cricket Bat (Size 6) ,<span class="prod-descr">0</span>,                LYSN12220            ,NULL,
Product,Nelco Quantum Kashmir Willow Cricket Bat (Size 5) ,<span class="prod-descr">0</span>,                LYSN12206            ,NULL,
Product,Nelco Quantum Kashmir Willow Cricket Bat (Size 4) ,<span class="prod-descr">0</span>,                LYSN12207            ,NULL,
Product,Nelco Quantum Kashmir Willow Cricket Bat (Men Size) ,<span class="prod-descr">0</span>,                LYSN12222            ,NULL,
Product,Nelco Prodigy Kashmir Willow Cricket Bat (Size 5) ,<span class="prod-descr">0</span>,                LYSN12225            ,NULL,
Product,Nelco Prodigy Kashmir Willow Cricket Bat (Size 4) ,<span class="prod-descr">0</span>,                LYSN12226            ,NULL,
Product,Nelco Prodigy Kashmir Willow Cricket Bat (Size 6) ,<span class="prod-descr">0</span>,                LYSN12231            ,NULL,
Product,Nelco Prodigy Kashmir Willow Cricket Bat (Men Size) ,<span class="prod-descr">0</span>,                LYSN12232            ,NULL,
Product,Nelco Quantum Super Kashmir Willow Cricket Bat (Size 5) ,<span class="prod-descr">0</span>,                LYSN12218            ,NULL,
Product,Nelco Maxximuss English Willow Cricket Bat (Size 6) ,<span class="prod-descr">0</span>,                LYSN12804            ,Team Sports/Cricket/Cricket Bats;Team Sports/Cricket/Cricket Bats/English Willow Bats,
Product,Sg Catch Cricket Bat ,<span class="prod-descr">Accessories</span>,                LYSN9437            ,NULL,
Product,Sg Caliber Select Cricket Bat ,<span class="prod-descr">n/a</span>,                LYSN7707            ,NULL,
Product,Sg Cobra Select English Willow Cricket Bat ,<span class="prod-descr">n/a</span>,                LYSN9440            ,Team Sports/Cricket/Cricket Bats;Team Sports/Cricket/Cricket Bats/English Willow Bats,
Product,Sg Boundary Xtreme Kashmir Willow Cricket Bat Size Sh ,<span class="prod-descr">Size: SH</span>,                LYSN9435            ,NULL,
Product,Hebe Q 11 English Willow Cricket Bat Size 6 ,<span class="prod-descr">Economy and Mid Profile Player</span>,                A00007            ,Team Sports/Cricket/Cricket Bats;Team Sports/Cricket/Cricket Bats/English Willow Bats,
Product,Sg Boundary Xtreme Kashmir Willow Cricket Bat ,<span class="prod-descr">0</span>,                LYSN2231            ,NULL,
Product,Mrf Genius Cricket Bat ,<span class="prod-descr">n/a</span>,                LYSN9738            ,NULL,
Product,Kookaburra Ricochet Prodigy 35 No.3 Cricket Bat 3 ,<span class="prod-descr">0</span>,                LYSN10466            ,NULL,
Product,Kookaburra Ricochet Pro 75 Cricket Bat Sh ,<span class="prod-descr">0</span>,                LYSN10465            ,NULL,
Product,Kookaburra Ricochet Pro 35 Kashmir Willow Cricket Bat ,<span class="prod-descr">Body Features: Back Printed and web front <p>Edge Thickness; 34mm to 41mm</p> <p>Face Profile; Flat Power Plus Face Spine</p> <p>Made from long lasting; high quality material</p> <p>Handle Type: Round (12 Piece)</p> <p>Sweet Spot; High (approx 240 to 260mm from toe)</p> <p>Edge Profile; Square</p> <p>Height; 58mm to 64mm</p> <p>Highly durable; easy to use and store</p></span>,                LYSN1187            ,NULL,
Product,Kookaburra Ricochet Prodigy 35 No.4 Cricket Bat 4 ,<span class="prod-descr">0</span>,                LYSN10467            ,NULL,
Product,Kookaburra Ricochet 550 Cricket Bat ,<span class="prod-descr">0</span>,                LYSN10464            ,NULL,
Product,Mrf Genius English Willow Cricket Bat ,<span class="prod-descr">n/a<p></p></span>,                LYSN2657            ,Team Sports/Cricket/Cricket Bats;Team Sports/Cricket/Cricket Bats/English Willow Bats,
Product,Kookaburra Ricochet 250 Cricket Bat ,<span class="prod-descr">0</span>,                LYSN10463            ,NULL,
Product,Kookaburra Recoil 650 English Willow Cricket Bat Fs ,<span class="prod-descr">0</span>,                LYSN10460            ,Team Sports/Cricket/Cricket Bats;Team Sports/Cricket/Cricket Bats/English Willow Bats,
Product,Kookaburra Recoil 700 Cricket Bat ,<span class="prod-descr">0</span>,                LYSN10462            ,NULL,
Product,Kookaburra Recoil 650 English Willow Cricket Bat 5 ,<span class="prod-descr">0</span>,                LYSN10461            ,Team Sports/Cricket/Cricket Bats;Team Sports/Cricket/Cricket Bats/English Willow Bats,
Product,Kookaburra Menace Pro 85 Cricket Bat Sh ,<span class="prod-descr">0</span>,                LYSN10458            ,NULL,
Product,Kookaburra Menace Pro 85 Kashmir Willow Cricket Bat ,<span class="prod-descr">With high positioned sweet spot <p>Bat profile with power bulge which ensures the powerful from bats</p> <p>Top line English willow bat from Menace series</p> <p>Gives smooth and natural bat pickup</p> <p>Bat profile and shape is designed to deliver the aggressive stroke making ability</p> <p>Gives shock and vibration free feeling</p> <p>Durable bat performance</p> <p>Made from long lasting; high quality material</p> <p>Handle of bat is made of 12 piece export quality cane</p> <p>Naturally processes willow removes the moisture contents from bat</p> <p>Developed with innovative Kookaburra Bat technologies like KPP; Air Dries; Power Bulge; Power drive; Dynamic Power</p> <p>Highly durable; easy to use and store</p></span>,                LYSN1182            ,NULL,
Product,Kookaburra Menace 900 No.6 Cricket Bat 6 ,<span class="prod-descr">0</span>,                LYSN10455            ,NULL,
Product,Kookaburra Menace Players Cricket Bat ,<span class="prod-descr">0</span>,                LYSN10456            ,NULL,
