sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
SKU: #1984,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/watersportsequipmentinindia.html"" title="""">Water Sports Equipment</a>","<div class=""short-description"">
                    <div class=""std""><p><span>NRS Pennel Orca® raft and inflatable kayak repair kit. Contains the essentials for emergency boat material and Leafield valve repair. This is the same kit that comes with a new NRS Hypalon raft or IK.</span></p><br>
<ul><br>
<li>Repair parts are fitted in a water resistant dry box, with gasket-lined lid.</li><br>
<li>This kit is intended to give you the basics to make an emergency on-the-water repair. See the parts list for the included items.</li><br>
<li>Other items, such as Toluene and Clifton Hypalon Accelerator (sold separately), are recommended for more complete, long lasting repair jobs.</li><br>
<li>If you do not have an NRS boat, some of the items, such as the valve parts, may not work on your boat.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>",<span>NRS Pennel Orca® raft and inflatable kayak repair kit. Contains the essentials for emergency boat material and Leafield valve repair. This is the same kit that comes with a new NRS Hypalon raft or IK.</span>,"Rs6,650.00",Rs0.00,NRS Pennel Orca Raft and Inflatable Kayak Repair Kit,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/repair_kit1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/repair_kit2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/repair_kit2.jpg,
SKU: #1987,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/watersportsequipmentinindia.html"" title="""">Water Sports Equipment</a>","<div class=""short-description"">
                    <div class=""std""><p><span>This Urethane Repair Kit contains the essentials for emergency boat material and Leafield valve repair. This is the same kit that comes with a new Revolution Raft, Osprey Raft, Bandit and Rascal IKs.</span></p><br>
<ul><br>
<li>Repair parts are fitted in a water resistant dry box, with gasket-lined lid.</li><br>
<li>This kit is intended to give you the basics to make an emergency on-the-water repair. See the parts list for the included items.</li><br>
<li>If you do not have an NRS boat, some of the items, such as the valve parts, may not work on your boat.</li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span>This Urethane Repair Kit contains the essentials for emergency boat material and Leafield valve repair. This is the same kit that comes with a new Revolution Raft, Osprey Raft, Bandit and Rascal IKs.</span>","Rs6,650.00",Rs0.00,NRS Revolution & Osprey Raft Urethane Repair Kit,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/repair_kit2_.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/repair_kit2_.jpg,
sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
SKU: #5081,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Rothco's GI Style Jungle Boots Feature</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">A Canvas &amp; Nylon Upper, Black Leather Toe &amp; Heel</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">With A Black Rubber ""Panama"" Sole, 8"" High Boot.</span></p></div>
        </div>","<div class=""input-box"">
        <select name=""options[32]"" id=""select_32"" class="" required-entry product-custom-option"" title="""" onchange=""opConfig.reloadPrice()""><option value="""">-- Please Select --</option><option value=""63"" price=""0"">7 </option><option value=""64"" price=""0"">8 </option></select>                                </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Rothco's GI Style Jungle Boots Feature</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">A Canvas &amp; Nylon Upper, Black Leather Toe &amp; Heel</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">With A Black Rubber ""Panama"" Sole, 8"" High Boot.</span>","Rs2,400.00",Rs0.00,Rothco G.I. Style Jungle Boots,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_g.i._style_jungle_boots.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/images/catalog/product/placeholder/image.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_g.i._style_jungle_boots.jpg,"<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>"
SKU: #cream,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Hydrobloc® Proofing Cream has been specifically formulated and developed for the full grain leathers (smooth and waxy finished), to protect them and enhance their water resistance and appearance.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The constant use of Hydrobloc Proofing Cream guarantees a smooth and elastic leather. Also suitable for GORE-TEX® lined footwear, with Full Grain Leather upper.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Hydrobloc® Proofing Cream has been specifically formulated and developed for the full grain leathers (smooth and waxy finished), to protect them and enhance their water resistance and appearance.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The constant use of Hydrobloc Proofing Cream guarantees a smooth and elastic leather. Also suitable for GORE-TEX® lined footwear, with Full Grain Leather upper.</span>",Rs775.00,Rs0.00,ZAMBERLAN HYDROBLOC CREAM (Each),"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/productimage1037.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/001_zc_hydrobloc_cream.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/prod_33124.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/prod_33124.jpg,
SKU: #Lakeland,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""font-family: 'book antiqua', palatino; color: #000000;""><strong>KEY FEATURES:</strong></span><br><span style=""font-family: 'book antiqua', palatino; color: #000000;"">The socks Zamberlan ® are made by combining the most refined natural and synthetic fibers, for maximum comfort and durability in outdoor activities and to improve the fit and comfort.</span></p><br>
<p><span style=""font-family: 'book antiqua', palatino; color: #000000;"">The construction is technically developed taking into account all the important elements for a sock like this: pressure, perspiration, circulation stimulation and position of the foot in the shoe.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""font-family: 'book antiqua', palatino; color: #000000;""><strong>KEY FEATURES:</strong></span>,<span style=""font-family: 'book antiqua', palatino; color: #000000;"">The socks Zamberlan ® are made by combining the most refined natural and synthetic fibers, for maximum comfort and durability in outdoor activities and to improve the fit and comfort.</span>,<span style=""font-family: 'book antiqua', palatino; color: #000000;"">The construction is technically developed taking into account all the important elements for a sock like this: pressure, perspiration, circulation stimulation and position of the foot in the shoe.</span>","Rs1,200.00",Rs0.00,ZAMBERLAN SOCKS LAKELAND,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/z/a/zamberlan_socks_lakeland.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/z/a/zamberlan_socks_lakeland.jpg,
SKU: #heavyweight,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>Thick socks for intensive use | cold conditions</strong><br><br>Thick socks for rigorous use  and intense cold conditions, featuring high wool content. and ventilation shafts for evaporation of moisture.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;""> </span></p><br>
<ul><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Source Socks were especially designed  for your outdoor adventures.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Contains Merino wool for a dry and comfy feel.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Ergonomic Cushioning  specifically fitted for left and right foot.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Flat toe seam prevents blisters and friction.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Cupron yarn is made with Copper Oxide embedded into the fibers providing a durable technology that is effective throughout the product's life.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is a natural mineral that is essentially consumed by our bodies, vital for skin growth.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper improves the skin's appearance and kills most bacteria &amp; fungi that can cause odor.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is non water soluble and environmentally friendly.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Cupron is made from recycled copper.</span></li><br>
<li><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Israeli Technology - MADE IN ITALY</span></li><br>
</ul></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>Thick socks for intensive use | cold conditions</strong><br><br>Thick socks for rigorous use  and intense cold conditions, featuring high wool content. and ventilation shafts for evaporation of moisture.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;""> </span>","Rs2,200.00",Rs0.00,SOURCE SOCKS HEAVYWEIGHT,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/heavyweight1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/heavyweight2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/heavyweight3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/h/e/heavyweight1.jpg,
SKU: #conditioner,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Hydrobloc® Water Based Conditioner has been specifically formulated and developed for the nabuk, split (also split/fabric) and rough-out (or reversed) leathers, to enhance their water resistance and appearance and to protect them.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Hydrobloc® Water Based Conditioner has been specifically formulated and developed for the nabuk, split (also split/fabric) and rough-out (or reversed) leathers, to enhance their water resistance and appearance and to protect them.</span>","Rs1,000.00",Rs0.00,ZAMBERLAN SPRAY HYDROBLOC® CONDITIONER,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/002_zamberlan-hydrobloc-conditioner_big.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/p/spray.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/002_zamberlan-hydrobloc-conditioner_big.jpg,
SKU: #midweight,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>Padded Trekking socks | variable weather conditions</strong></span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong></strong>Padded trekking socks for variable weather with anatomic cushioning and ventilation panels.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Source Socks were especially designed  for your outdoor adventures.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Contains Merino wool for a dry and comfy feel.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Ergonomic Cushioning  specifically fitted for left and right foot.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Flat toe seam prevents blisters and friction.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Cupron yarn is made with Copper Oxide embedded into the fibers providing a durable technology that is effective throughout the product's life.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is a natural mineral that is essentially consumed by our bodies, vital for skin growth.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper improves the skin's appearance and kills most bacteria &amp; fungi that can cause odor.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is non water soluble and environmentally friendly.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Cupron is made from recycled copper.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Israeli Technology - MADE IN ITALY</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>Padded Trekking socks | variable weather conditions</strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong></strong>Padded trekking socks for variable weather with anatomic cushioning and ventilation panels.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Source Socks were especially designed  for your outdoor adventures.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Contains Merino wool for a dry and comfy feel.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Ergonomic Cushioning  specifically fitted for left and right foot.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Flat toe seam prevents blisters and friction.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Cupron yarn is made with Copper Oxide embedded into the fibers providing a durable technology that is effective throughout the product's life.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is a natural mineral that is essentially consumed by our bodies, vital for skin growth.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper improves the skin's appearance and kills most bacteria &amp; fungi that can cause odor.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is non water soluble and environmentally friendly.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Cupron is made from recycled copper.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Israeli Technology - MADE IN ITALY</span>","Rs2,025.00",Rs0.00,SOURCE SOCKS MIDWEIGHT,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/midweight.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/midweight2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/midweight3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/midweight.jpg,
SKU: #lightweight,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>Light Hiking Socks | year round use</strong><br><br>Light socks for year round comfort and any activity. Large ventilation panels and anatomic sole cushioning.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;""> Source Socks were especially designed  for your outdoor adventures.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Contains Merino wool for a dry and comfy feel.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Ergonomic Cushioning  specifically fitted for left and right foot.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Flat toe seam prevents blisters and friction.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Cupron yarn is made with Copper Oxide embedded into the fibers providing a durable technology that is effective throughout the product's life.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is a natural mineral that is essentially consumed by our bodies, vital for skin growth.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper improves the skin's appearance and kills most bacteria &amp; fungi that can cause odor.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is non water soluble and environmentally friendly.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Cupron is made from recycled copper.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Israeli Technology - MADE IN ITALY</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>Light Hiking Socks | year round use</strong><br><br>Light socks for year round comfort and any activity. Large ventilation panels and anatomic sole cushioning.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;""> Source Socks were especially designed  for your outdoor adventures.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Contains Merino wool for a dry and comfy feel.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Ergonomic Cushioning  specifically fitted for left and right foot.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Flat toe seam prevents blisters and friction.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Cupron yarn is made with Copper Oxide embedded into the fibers providing a durable technology that is effective throughout the product's life.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is a natural mineral that is essentially consumed by our bodies, vital for skin growth.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper improves the skin's appearance and kills most bacteria &amp; fungi that can cause odor.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Copper is non water soluble and environmentally friendly.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Cupron is made from recycled copper.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Israeli Technology - MADE IN ITALY</span>","Rs1,875.00",Rs0.00,SOURCE SOCKS LIGHTWEIGHT,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/i/lightweight.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/o/source_socks...jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/i/lightweight3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/o/source_socks...jpg,
SKU: #canyon crew,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong><span style=""font-size: small;"">Meet the KEEN Wunderseam</span></strong></span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Its part of your sock,holding it together and giving you advance mobility, but you won't feel it,you may not even know its there.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong><span style=""font-size: small;"">Right and Left Fit</span></strong></span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The perfect fit for each foot,because you don't have two left feet.</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong><span style=""font-size: small;"">Comfort Zones</span></strong></span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Breathable panels,cushioning and articulated support in all the right places.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong><span style=""font-size: small;"">Meet the KEEN Wunderseam</span></strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Its part of your sock,holding it together and giving you advance mobility, but you won't feel it,you may not even know its there.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong><span style=""font-size: small;"">Right and Left Fit</span></strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The perfect fit for each foot,because you don't have two left feet.</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong><span style=""font-size: small;"">Comfort Zones</span></strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Breathable panels,cushioning and articulated support in all the right places.</span>",Rs775.00,Rs0.00,Keen Boulder Canyon Crew Socks,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boulder.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boulder2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/o/boulder.jpg,
SKU: #laces,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">They are made of knitted polyester threads. </span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Polyester is resistant to rubbing and wear and it keeps its molecular structure when in contact with external agents.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">They are made of knitted polyester threads. </span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Polyester is resistant to rubbing and wear and it keeps its molecular structure when in contact with external agents.</span>",Rs325.00,Rs0.00,ZAMBERLAN LACES,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/laces1.gif,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/laces_zamberlan.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/laces_zamberlan....jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/laces_zamberlan.jpg,
sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
SKU: #conditioner,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span><br><span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Hydrobloc® Water Based Conditioner has been specifically formulated and developed for the nabuk, split (also split/fabric) and rough-out (or reversed) leathers, to enhance their water resistance and appearance and to protect them.</span></p></div>
        </div>","<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;""><strong>KEY FEATURES:</strong></span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">The Hydrobloc® Water Based Conditioner has been specifically formulated and developed for the nabuk, split (also split/fabric) and rough-out (or reversed) leathers, to enhance their water resistance and appearance and to protect them.</span>","Rs1,000.00",Rs0.00,ZAMBERLAN SPRAY HYDROBLOC® CONDITIONER,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/002_zamberlan-hydrobloc-conditioner_big.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/p/spray.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/0/0/002_zamberlan-hydrobloc-conditioner_big.jpg,
SKU: #5081,"<a href=""http://www.adventureaxis.in/"" title=""Go to Home Page"">Home</a>,<a href=""http://www.adventureaxis.in/footwear.html"" title="""">Footwear</a>","<div class=""short-description"">
                    <div class=""std""><p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">Rothco's GI Style Jungle Boots Feature</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">A Canvas &amp; Nylon Upper, Black Leather Toe &amp; Heel</span></p><br>
<p><span style=""color: #000000; font-family: 'book antiqua', palatino;"">With A Black Rubber ""Panama"" Sole, 8"" High Boot.</span></p></div>
        </div>","<div class=""input-box"">
        <select name=""options[32]"" id=""select_32"" class="" required-entry product-custom-option"" title="""" onchange=""opConfig.reloadPrice()""><option value="""">-- Please Select --</option><option value=""63"" price=""0"">7 </option><option value=""64"" price=""0"">8 </option></select>                                </div>","<span style=""color: #000000; font-family: 'book antiqua', palatino;"">Rothco's GI Style Jungle Boots Feature</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">A Canvas &amp; Nylon Upper, Black Leather Toe &amp; Heel</span>,<span style=""color: #000000; font-family: 'book antiqua', palatino;"">With A Black Rubber ""Panama"" Sole, 8"" High Boot.</span>","Rs2,400.00",Rs0.00,Rothco G.I. Style Jungle Boots,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_g.i._style_jungle_boots.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/images/catalog/product/placeholder/image.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_g.i._style_jungle_boots.jpg,"<div class=""input-box"">
                <input type=""text"" class=""input-text required-entry"" name=""productTagName"" id=""productTagName"">
            </div>"
