sku,New Sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
#8263,AXS11186,Season Sale,"
                    
WATERPROOF NYLON OUTERSHELL
POLYESTER FLEECE LINING
2 POCKETS ON EACH SIDE
DRAWSTRING HOOD &amp; HEM

        ","
                
            ",,,"Rs3,800.00",ROTHCO REVERSIBLE FLEECE LINED NYLON JACKET,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/reversible_hood_rothco.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/reversible_hood_rothco.jpg,
#8263,AXS11187,Clothing,"
                    
WATERPROOF NYLON OUTERSHELL
POLYESTER FLEECE LINING
2 POCKETS ON EACH SIDE
DRAWSTRING HOOD &amp; HEM

        ","
                
            ",,,"Rs3,800.00",ROTHCO REVERSIBLE FLEECE LINED NYLON JACKET,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/reversible_hood_rothco.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/e/reversible_hood_rothco.jpg,
#8266,AXS11188,Clothing,"
                    
COTTON/POLY OUTER SHELL
2 POCKETS
ACRYLIC FUR LINING
DRAWSTRING HOOD
KNIT CUFF &amp; WAISTBAND

 
        ","
                
            ",,,"Rs3,550.00",ROTHCO HEAVYWEIGHT SHERPA LINED ZIPPERED SWEATSHIRT,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/2/8266_big.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/2/8266_big.jpg,
#8578,AXS11189,Clothing,"
                     





WOVEN TROUSERS
POLYESTER/COTTON





        ","
                
            ",,,"Rs2,750.00",ROTHCO BROWN B.D.U. PANTS,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/d/bdu_brown.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/d/bdu_brown.jpg,
#865,AXS11190,Camping ; Outdoor,"
                    
Each set in red case with black cut out sponge
Includes: red multi tool and red flashlight
Red multi tool: stainless steel with aluminum handle

2 3/4"" closed size - 4"" open size
1 1/2"" needle nose pliers with wire cutters
1 1/2"" serrated blade
1 1/4"" straight blade
Flat head screwdriver / bottle opener
Phillips head screwdriver
1 1/4"" flashlight


        ","
                
            ",,,"Rs1,200.00",ROTHCO MULTI TOOL / FLASHLIGHT GIFT SET,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_multi_tool_flashlight_gift_set2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_multi_tool_flashlight_gift_set.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_multi_tool_flashlight_gift_set2.jpg,
#866,AXS11191,Camping ; Outdoor,"
                    
Each set in silver case with black cut out sponge
Includes: silver chow set, silver compass, silver flashlight
Silver chow set: stainless steel

3.5"" closed size - 8"" open size
2.5"" fork
2.5"" spoon
2.5"" knife
Bottle opener and can opener
Key ring
Note: fork side and spoon side are detachable so they can be used separately


 
 
        ","
                
            "," , ",,"Rs1,325.00",ROTHCO CAMPING GIFT SET,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_camping_gift_set2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_camping_gift_set.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/6/866_big.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_camping_gift_set2.jpg,
#9217,AXS11192,Camping ; Outdoor,"
                    
Sure-pak 12 meals
12 of each: entree,
Side dish, desserts,
Cracker packs,
Spreads,
Beverages,
Coffees along with condiments

        ","
                
            ",,,Rs800.00,ROTHCO SURE PAK COMPLETE MEALS,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/sure_pak_meals.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/sure_pak_complete_meals.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/sure_pak_complete_meals_12_case.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/u/sure_pak_complete_meals_12_case.jpg,
#9362,AXS11193,Clothing,"
                    
COTTON/POLY
BASEBALL STYLE
WITH 4 REINFORCED AIR VENT HOLES
WITH COLOR MATCHING POLY ADJUSTMENT STRAP
AND PLASTIC BUCKLE.
WITH LOOP PATCH ON FRONT (3.5"" WIDE X 2"" HEIGHT)
WITH LOOP PATCH ON TOP OF CAP (1.125"" WIDE X 1"" HEIGHT)
WITH LOOP PATCH ON BACK ON CAP (3.5"" WIDE X 1"")

 
        ","
                
            ",,,Rs650.00,ROTHCO OPERATOR TACTICAL CAP,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/3/9362_big.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/3/9362_big.jpg,
#9369,AXS11194,Clothing,"
                    100% BRUSHED COTTON TWILL
CAP COLOR IS BLACK -RAISED ""POW / MIA LOGO""
SANDWICH BRIM
HOOK AND LOOP CLOSURE WITH 1 PC. WOVEN LABEL
""POW * MIA"" PRINTED ON HOOK AND LOOP CLOSURE
FRONT PANEL WITH ""POW / MIA LOGO"" RAISED EMBROIDERY
UPPER BRIM WITH ""POW * MIA"" DIRECT EMBROIDERY
        ",Black                                 ,"100% BRUSHED COTTON TWILL,CAP COLOR IS BLACK -RAISED ""POW / MIA LOGO"",SANDWICH BRIM,HOOK AND LOOP CLOSURE WITH 1 PC. WOVEN LABEL,""POW * MIA"" PRINTED ON HOOK AND LOOP CLOSURE,FRONT PANEL WITH ""POW / MIA LOGO"" RAISED EMBROIDERY,UPPER BRIM WITH ""POW * MIA"" DIRECT EMBROIDERY",,Rs900.00,ROTHCO  DELUXE LOW PROFILE CAP BLACK-POW/MIA  ,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/3/9369_pow_mia_rothco.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/3/9369_pow_mia_rothco.jpg,"
                
            "
#9401,AXS11195,Camping ; Outdoor,"
                    
W/compass and thermometer
Lanyard

        ","
                
            ",,,Rs200.00, ROTHCO O.D. SUPER WHISTLE WITH COMPASS ,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_super_whistle_with_compass_thermometer.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_super_whistle_with_compass_thermometer2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_super_whistle_with_compass_thermometer.jpg,
#9428,AXS11196,Camping ; Outdoor,"
                    
2 part kit
Two 1 oz. Bottles treats up to 30 gallons of water
A safe and effective water treatment using stabilized chlorine dioxide
Kills odor causing bacteria and enhances the taste of stored potable water

        ","
                
            ",,,"Rs1,050.00",ROTHCO AQUAMIRA WATER TREATMENT KIT,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/q/aquamira_water_treatment_kit.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/q/aquamira_water_treatment_kit2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/q/aquamira_water_treatment_kit.jpg,
#9430,AXS11197,Camping ; Outdoor,"
                    Aquamira’s Frontier Pro Ultralight Water Filter System is a highly effective water treatment system that fits in your pocket.
Drink directly from any water source or fill up a bottle or bladder, attach the Frontier Pro filter and start drinking! Use it as a hanging drip filter, too.
The Frontier Pro is effective for up to 50 gallons of water and uses Aquamira’s advanced Miraguard™ Antimicrobial Technology to suppress the growth of algae, fungus, mold and mildew in the filter.
The Frontier Pro removes over 99.9% of Cryptosporidium and Giardia as well as dangerous microorganisms from source water, without tablets or waiting.
It’s compact, lightweight and easy to use.
        ","
                
            ","Aquamira’s Frontier Pro Ultralight Water Filter System is a highly effective water treatment system that fits in your pocket.,Drink directly from any water source or fill up a bottle or bladder, attach the Frontier Pro filter and start drinking! Use it as a hanging drip filter, too.,The Frontier Pro is effective for up to 50 gallons of water and uses Aquamira’s advanced Miraguard™ Antimicrobial Technology to suppress the growth of algae, fungus, mold and mildew in the filter.,The Frontier Pro removes over 99.9% of Cryptosporidium and Giardia as well as dangerous microorganisms from source water, without tablets or waiting.,It’s compact, lightweight and easy to use.",,"Rs2,200.00",Aquamira Tactical Frontier Pro Water Filter,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/q/aquamira_tactical_frontier_pro_water_filter.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/q/aquamira_tactical_frontier_pro_water_filter.jpg,
#9482,AXS11198,Clothing,"
                    
POLYESTER / COTTON RIP-STOP MATERIAL

 
        ","
                
            ",,,Rs500.00,ROTHCO ACU DIGITAL CAMO FATIGUE HAT,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/4/9482_rothco.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/4/9482_rothco.jpg,
#960,AXS11199,Footwear,"
                    USE:Robust backpacking boot ideal for long treks requiring protection and agility.
KEY FEATURES:HYDROBLOC® 2.6mm nubuk upper for protection and comfort.RRS rubber toe protects from rocks and debris. GORE-TEX® Performance Comfort membrane for breathability, waterproofness and insulation. ZAMBERLAN® VIBRAM® Star Trek sole provides maximum traction and shock absorption.
        ","
                
            ","Robust backpacking boot ideal for long treks requiring protection and agility.,HYDROBLOC® 2.6mm nubuk upper for protection and comfort.,RRS rubber toe protects from rocks and debris. ,GORE-TEX® Performance Comfort membrane for breathability, waterproofness and insulation. ,ZAMBERLAN® VIBRAM® Star Trek sole provides maximum traction and shock absorption.",,"Rs20,150.00",ZAMBERLAN GUIDE GTX RR,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/6/960_guide_gt_rr_anthracite.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/6/960_guide_gt_rr_anthracite.jpg,
#971,AXS11200,Camping ; Outdoor,"
                    Multi-use waterproof PVC bag,closure with strap and buckle,grab handle.
        ","
                
            ","Multi-use waterproof PVC bag,closure with strap and buckle,grab handle.",,"Rs2,325.00",Camp PVC BAG,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/i/picture1_971.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/i/picture1_971.jpg,
#9767,AXS11201,Season Sale,"
                    Rothco's Soft Shell Tactical Jackets Are Constructed With A Breathable Moisture
Wicking Fabric And Feature A Waterproof Polyester Shell. The 3-Layer Construction Deflects Wind,
Wicks Away Moisture And Retains Body Heat.
While The Jacket Was Designed For People In The Field, This Versatile Jacket Can Be See On The Street To The Slopes And Is Great For Embroidery.
        ",Black                                 ,"Rothco's Soft Shell Tactical Jackets Are Constructed With A Breathable Moisture,Wicking Fabric And Feature A Waterproof Polyester Shell. The 3-Layer Construction Deflects Wind,,Wicks Away Moisture And Retains Body Heat.,While The Jacket Was Designed For People In The Field, This Versatile Jacket Can Be See On The Street To The Slopes And Is Great For Embroidery.",,"Rs6,200.00",Rothco Special Ops Tactical Softshell Jacket,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_special_ops_tactical_softshell_jacket.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_special_ops_tactical_softshell_jacket.jpg,Large ;Medium; Small                                 
#9767,AXS11202,Clothing,"
                    Rothco's Soft Shell Tactical Jackets Are Constructed With A Breathable Moisture
Wicking Fabric And Feature A Waterproof Polyester Shell. The 3-Layer Construction Deflects Wind,
Wicks Away Moisture And Retains Body Heat.
While The Jacket Was Designed For People In The Field, This Versatile Jacket Can Be See On The Street To The Slopes And Is Great For Embroidery.
        ",Black                                 ,"Rothco's Soft Shell Tactical Jackets Are Constructed With A Breathable Moisture,Wicking Fabric And Feature A Waterproof Polyester Shell. The 3-Layer Construction Deflects Wind,,Wicks Away Moisture And Retains Body Heat.,While The Jacket Was Designed For People In The Field, This Versatile Jacket Can Be See On The Street To The Slopes And Is Great For Embroidery.",,"Rs6,200.00",Rothco Special Ops Tactical Softshell Jacket,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_special_ops_tactical_softshell_jacket.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_special_ops_tactical_softshell_jacket.jpg,Large; Medium ;Small                                 
#9834,AXS11203,Clothing,"
                    
COLOR: BLACK
OUTER SHELL: 100% POLYESTER - WATERPROOF
INNER: FLEECE - LIGHTWEIGHT, BREATHABLE, MOISTURE WICKING
ZIPPER CLOSURE - (RIGHT HAND ZIPPER PULL WHEN WORN)
FLEECE LINED COLLAR
TWO FRONT SLASH, ZIPPERED POCKETS
VENT ZIPPER UNDER EACH ARM
DRAWSTRING WAIST
ELASTIC WRIST CUFFS

 
        ","
                
            ",,,"Rs5,275.00",ROTHCO SOFT SHELL UNIFORM JACKET,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_softshell_uniform.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_softshell_uniform.jpg,
#9844,AXS11204,Season Sale,"
                    Rothco Vintage Canvas Messenger Bag w/ Exploded Army Eagle Print Features A Stonewashed Cotton Canvas ,
Enormous Main Compartment , Inside Zipper Pouch , 4 Outside Pockets , Brass Hardware , 2'' Wide Adjustable
Shoulder Strap , 15'' X 11'' X 6''
        ","
                
            ","Rothco Vintage Canvas Messenger Bag w/ Exploded Army Eagle Print Features A Stonewashed Cotton Canvas ,,Enormous Main Compartment , Inside Zipper Pouch , 4 Outside Pockets , Brass Hardware , 2'' Wide Adjustable,Shoulder Strap , 15'' X 11'' X 6''",,"Rs2,100.00",Rothco Vintage Canvas Messenger Bag w/ Exploded Army Eagle Print,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/r/1rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/r/1rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print.jpg,
#9844,AXS11205,Camping ; Outdoor,"
                    Rothco Vintage Canvas Messenger Bag w/ Exploded Army Eagle Print Features A Stonewashed Cotton Canvas ,
Enormous Main Compartment , Inside Zipper Pouch , 4 Outside Pockets , Brass Hardware , 2'' Wide Adjustable
Shoulder Strap , 15'' X 11'' X 6''
        ","
                
            ","Rothco Vintage Canvas Messenger Bag w/ Exploded Army Eagle Print Features A Stonewashed Cotton Canvas ,,Enormous Main Compartment , Inside Zipper Pouch , 4 Outside Pockets , Brass Hardware , 2'' Wide Adjustable,Shoulder Strap , 15'' X 11'' X 6''",,"Rs2,100.00",Rothco Vintage Canvas Messenger Bag w/ Exploded Army Eagle Print,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/r/1rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/r/1rothco_vintage_canvas_messenger_bag_w_exploded_army_eagle_print.jpg,
#99202.01,AXS11206,Camping ; Outdoor,"
                    The NRS Camp Mug combines a classic look with timeless durability.
This rugged enamelware coffee cup is perfect for camping or for making a statement around home or at the office.

Makes a great gift!
Thick-gauge steel is double-coated with high-gloss enamel for a long-lasting finish.
12 oz. size will hold your favorite canned beverage with room to spare. It'll hold a lot of coffee the next morning too!
Stainless steel rim prevents chipping.

        ","
                
            ","The NRS Camp Mug combines a classic look with timeless durability.,This rugged enamelware coffee cup is perfect for camping or for making a statement around home or at the office.",,Rs650.00,GSI Camp Mug with NRS Logo,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/s/gsi_mug.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/s/gsi_mug.jpg,
#996,AXS11207,Footwear,"
                    USE:Extended backpacking, long trekking, four season hikes. KEY FEATURES:Hydrobloc® full grain on a plain, simple and effective upper design
Zamberlan® exclusive Vibram® 3D sole for great grip, exceptional cushioning, wear resistance and traction
GORE-TEX® lining for utmost protection and breathabilty
Microtex wicking nylon collar lining help control excess moisture.
        ",40;41                                 ,"USE:,Extended backpacking, long trekking, four season hikes. ,KEY FEATURES:,Hydrobloc® full grain on a plain, simple and effective upper design,Zamberlan® exclusive Vibram® 3D sole for great grip, exceptional cushioning, wear resistance and traction,GORE-TEX® lining for utmost protection and breathabilty,Microtex wicking nylon collar lining help control excess moisture.",,"Rs18,050.00",ZAMBERLAN  VIOZ GTX 996,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/9/996_zaberlan.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/9/9/996_zaberlan.jpg,"
                
            "
#A80,AXS11208,Footwear,"
                    USE:Ideal for use on falaise and difficult routes. KEY FEATURES:Sensitive shoe, extremely versatile and easy to put on thanks to the velcro fastening with micrometric regulation. Patented closing system.
        ","
                
            ","USE:,Ideal for use on falaise and difficult routes. ,KEY FEATURES:,Sensitive shoe, extremely versatile and easy to put on thanks to the velcro fastening with micrometric regulation. Patented closing system.",,"Rs10,400.00",ZAMBERLAN A80 RAPIDA ,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rapida1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rapida2.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/a/rapida1.jpg,
#A82,AXS11209,Footwear,"
                    USE:Ideal for long mountain routes.KEY FEATURES:Precise and structured shoe with a wrapping and comfortable shape.
        ","
                
            ","USE:,Ideal for long mountain routes.,KEY FEATURES:,Precise and structured shoe with a wrapping and comfortable shape.",,"Rs10,750.00",ZAMBERLAN A82 PRECISA,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/precisa2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/precisa1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/precisa3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/precisa3.jpg,
#A84,AXS11210,Footwear,"
                    USE:Comfortable and easy to wear.KEY FEATURES:Slipper with high sensitivity and extreme adherence, comfortable and easy to put on thanks to the blocking of the foot with the double reinforced elastic stripe at the instep. Very performing and wrapping. Patented closure system.
        ","
                
            ","USE:,Comfortable and easy to wear.,KEY FEATURES:,Slipper with high sensitivity and extreme adherence, comfortable and easy to put on thanks to the blocking of the foot with the double reinforced elastic stripe at the instep. Very performing and wrapping. Patented closure system.",,"Rs9,125.00",ZAMBERLAN A84 DINAMICA,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/8/a84_dinamica_1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/i/dinamica3.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/8/a84_dinamica_1.jpg,
#abby,AXS11211,Camping ; Outdoor,"
                    
Fashionable women’s style maximizes great looks and peformance
Virtually unbreakable triloid nylon frames
Shatterproof lenses block 100% of uv rays
Certified to ansi z87.1-2003 high impact and optical performance standard
Rated as osha grade occupational protective eyewear

        ","
                
            ",,,"Rs8,000.00",Wileyx Abby Pol Grey Lens/Black Marble Frame,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_abby_goggle.png,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_abby_case.png",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/w/i/wileyx_abby_goggle.png,
#ACSLA04,AXS11212,Camping ; Outdoor,"
                    Non-slip rubberized temples
Exceeds ansi z87.1-2003 high velocity standard
 
 
        ","
                
            ","Non-slip rubberized temples,Exceeds ansi z87.1-2003 high velocity standard, , ",,"Rs8,375.00",WILEYX GOGGLE SLAY,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/l/slay_wileyx.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/l/slay_wileyx.jpg,
#ASR-SK60,AXS11213,Expedition Gears,"
                    Heavy duty Inca Canvas Expedition Kit-bags ideal for carrying all your Rab kit to wherever you may need to take it.
 
Available sizes:
60 Litre (ASR-SK60) - Henna colour
Dimensions 60L = 60 x 35 x 30cm
 
100 Litre (ASR-SK100) - Tuareg colour
Dimensions 100L = 70 x 40 x 36cm
 
140 Litre (ASR-SK140) - Carbide colour
Dimensions 140L = 80 x 45 x 40cm
 
Perfect for: Altitude &amp; Polar / Alpine Climbing / Trek &amp; Travel
        ","
                
            ",,,"Rs5,700.00",RAB EXPEDITION KIT BAG MKII,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expedition_kitbag_henna.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/x/expedition_kitbag_henna.jpg,
#cache-4p,AXS11214,Camping ; Outdoor,"
                    Perfect for campers who need a lot of space, the Cache 4p tent is a base camp/family style tent with lots of space and storage to keep organized and camp easier. 
The unique pole design has a large footprint, excellent stability, and near vertical walls for more livability. 
Dual doors make access quick and easy.  The available Annex vestibule (sold separately) attaches to either door and offers extra storage and covered activity space.
Tents include: canopy, fly, poles, stakes, stuff sacks, and guy lines.  Footprint and Annex sold separately.
Pack weight: 14lbs 12oz. Floor area 64 sq. ft. 4 Person. Three season
        ","
                
            ","Perfect for campers who need a lot of space, the Cache 4p tent is a base camp/family style tent with lots of space and storage to keep organized and camp easier. ,The unique pole design has a large footprint, excellent stability, and near vertical walls for more livability. ,Dual doors make access quick and easy.  The available Annex vestibule (sold separately) attaches to either door and offers extra storage and covered activity space.,Tents include: canopy, fly, poles, stakes, stuff sacks, and guy lines.  Footprint and Annex sold separately.,Pack weight: 14lbs 12oz. Floor area 64 sq. ft. 4 Person. Three season",,"Rs24,500.00",Easton Tent Cache 4P,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cache-4p-fly-on-clipped.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cache-4p-no-fly.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cache-4p-no-fly.jpg,
#cache-4p,AXS11215,Season Sale,"
                    Perfect for campers who need a lot of space, the Cache 4p tent is a base camp/family style tent with lots of space and storage to keep organized and camp easier. 
The unique pole design has a large footprint, excellent stability, and near vertical walls for more livability. 
Dual doors make access quick and easy.  The available Annex vestibule (sold separately) attaches to either door and offers extra storage and covered activity space.
Tents include: canopy, fly, poles, stakes, stuff sacks, and guy lines.  Footprint and Annex sold separately.
Pack weight: 14lbs 12oz. Floor area 64 sq. ft. 4 Person. Three season
        ","
                
            ","Perfect for campers who need a lot of space, the Cache 4p tent is a base camp/family style tent with lots of space and storage to keep organized and camp easier. ,The unique pole design has a large footprint, excellent stability, and near vertical walls for more livability. ,Dual doors make access quick and easy.  The available Annex vestibule (sold separately) attaches to either door and offers extra storage and covered activity space.,Tents include: canopy, fly, poles, stakes, stuff sacks, and guy lines.  Footprint and Annex sold separately.,Pack weight: 14lbs 12oz. Floor area 64 sq. ft. 4 Person. Three season",,"Rs24,500.00",Easton Tent Cache 4P,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cache-4p-fly-on-clipped.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cache-4p-no-fly.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cache-4p-no-fly.jpg,
