SKU,Description,CP,SP,productname,Brand,Size,imgurl,
254464-MA1936B,"
							This makes up part of the XFORM range that 2XU produce. It is designed to be used during and after exercise: Active and Recovery.

These Elite Compression Tights are a step up from the standard version; for athletes that require an extra degree of support and power. These feature extra powerful PWX WEIGHT in rear panel for added calf and hamstring support, as well as greater support to the surrounding muscles including quads and gluts.

These powerful and breathable compression garments feature the added benefit of graduated engineering for extra support and comfort. What this generates is a far more efficient delivery of oxygenated blood to fatigued muscles. These provide all the benefits that the PERFORM range does but with the added feature of graduated compression along the limbs, thus ensuring speedier muscle repair and recovery benefits following exercise.

Developed using extensive research and consultation with some of the best athletes in the world, 2XU have produced PWX; a collection of premium Compression fabrics engineered to offer brilliant levels of power, weight and flexibility: a devastating combination. Each PWX fabric features high grade elastomeric yarns, as well as a superior grade circular knit structure, and it is this that allows 360 degree stretch, unsurpassed power and unrivalled flexibility.

Features:

Combination PWX FLEX front panel and extra powerful PWX WEIGHT in rear panel for added calf and hamstring support
Also deliver support to quads, abductors and gluts
Reduced muscle fatigue and damage
Graduated fit promotes increased circulation for faster recovery
Flatlock seam construction for reduced chaffing
UPF50+ Sun Protection
Antibacterial
Moisture wickingMaterialPolyester 83%Lycra 17%						",11399,13336.83,2XU PWX Xform Men's Elite Compression Tights,2XU,XS;S;M;L;XL;XXL,http://products.activinstinct.com/y2011/m11/254464/71378253-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
172055- ,"
							Aero P2 protection is designed for use at just below elite level with design characteristics and quality that will inspire fast rising batsmen to continue their surge up the ranks with total confidence at the crease. The Aero P2 Lower Body Protector provides coverage and protection in all the vital areas with a comfortable durable design so you can focus on standing your ground and crunching those ball to the boundary.
This new model has a re-worked hip and buttock protection zone with a larger better positioned rear thigh pad.
The 3D moulded construction ensures that the protector always stays in place with a waistband that has two fitting options to ensure a great fit.
Integrated design allows for natural movement and mobility giving you the freedom to exploit any weakness in the bowling attack with your impeccable technique.

Mid Knee to top of pelvic bone: S=19-20"", M=20.5-22"", L=22.5-24"", XL=24.5""+MaterialPolyester Mesh Covers 10%Elastic Straps 5%High Desnity Closed Cell Foam 85%						",4499,5263.83,AERO P2 Stripper Adult Lower Body Protector,AERO,S;M;L;XL;Left;Right,http://products.activinstinct.com/y2010/m05/172055/33485422-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
172064- ,"
							Aero P3 Protection is designed to cater for youth players providing them with protection that inspires confidence, but keeps them agile between the stumps and during shots to enhance the overall enjoyment of the game whilst promoting confident self assured performances in the middle. The Aero P3 Lower Body Protector provides protection in all the right areas with its compact design that give you full coverage and confidence in one package.
This new model has a re-worked hip and buttock protection zone with a larger better positioned rear thigh pad.
The 3D moulded construction ensures that the protector always stays in place with a waistband that has two fitting options to ensure a great fit.
Integrated design allows for natural movement and mobility giving you the freedom to exploit any weakness in the bowling attack with your impeccable technique.

Mid Knee to top of pelvic bone: XXS=15-16.5"", XS=17-18.5""MaterialPolyester Mesh Covers 10%Elastic Straps 5%High Desnity Closed Cell Foam 85%						",3699,4327.83,AERO P3 Stripper Youth Lower Body Protector,AERO,XXS;XS;Left;Right,http://products.activinstinct.com/y2010/m05/172064/60345873-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
285398-ABSSURS,"
							This is the club version of the Stand Up Tour bag, slightly smaller and more compact and more suited to club players rather than first class players.

There are plenty of tiered compartments and additional pockets to cater for a full range of kit and equipment. There is an internal system that keeps your bat safely in place, separate from the rest of your kit and also a smaller lockable compartment for valuables.

This bag has undergone a re-design from its previous incarnation to strengthen it considerably, while still managing to make it lighter.


Dimensions: 90 x 35 x 35cmMaterialPolester Lining 5%Polyester Straps 5%Nylon Fabric 90%						",9149,10704.33,AERO Stand Up Bag,AERO,,http://products.activinstinct.com/y2012/m04/285398/17917098-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
285396-ABSUNO,"
							To cover all your needs is this brilliant bag that is actually three bags in one. Within this one product is a kit bag, smaller compact travel bag and a toiletries bag.

The huge bag features a great deal of compartments, lockable spaces and additional pockets. There is a lockable sleeve for three cricket bats and there are smaller valuable pockets that can be closed with a combination lock.

The tiered internal compartments carry all the equipment you need and the large front pocket is lined with heavy duty materials to be durable enough to cater for spiked shoes.


Dimensions: 100 x 40 x 40cmMaterialPolester Lining 5%Polyester Straps 5%Nylon Fabric 90%						",11499,13453.83,AERO Stand Up Tour Bag,AERO,,http://products.activinstinct.com/y2012/m04/285396/66793338-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
419396-CKA11,"
							The Albion Elite Pro Cricket Helmet features a contemporary design that ensures the highest level of comfort, ventilation and protection out on the pitch.

Features:


4 Tier slim fit polished titanium faceguard with contour design for improved looks and force deflection.
High impact polypropylene moulded shell with EPS liner
QuickFit faceguard system for a perfect fit every time
Quick release chin strap clip with sweat absorbent chin cup
Foam Insert Technology Pads (F.I.T.) for superior fit with super-soaker front pad
Chrome plated helmet screws

Comes with a Albion Helmet Bag						",15899,18601.83,ALBION Elite Pro Cricket Helmet,ALBION,S;L;Black;Bottle;Maroon;Navy;Red,http://products.activinstinct.com/y2014/m03/419396/58125186-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
419368-CKA01,"
							The Albion Ultimate 98 Cricket Helmet boasts classic design combined with considered and practical safety features that make it a high end performer out on the pitch.

Features:


4 Tier slim fit polished titanium faceguard with contour design for improved looks and force deflection.
Carbon fibre-reinforced polymer shell with super high density E.V.A liner
QuickFit faceguard system ensures a perfect fit every time
Unique construction enables improved ventilation and heat dissipation
Quick release chin strap clip with sweat absorbent chin cup
Foam Insert Technology Pads (F.I.T.) for superior fit with super-soaker front pad
Chrome plated helmet nuts

Comes with a Albion Helmet Bag

S: 52-55cms
M: 54-59cms
L: 58-63cms						",18599,21760.83,ALBION Ultimate 98 Cricket Helmet,ALBION,S;M;L;Black;Bottle;Gold;Maroon;Navy;Red;Royal,http://products.activinstinct.com/y2014/m03/419368/29163975-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
345134-P125Y-0192,"
							New to the ASICS cricket footwear range, these shoes offer brilliant grip, support and fit to players of all levels.

The rearfoot and forefoot GEL Cushioning system attenuates shock during the impact phase and allows for a smooth transition to midstance whilst the featured Trusstic system reduces the weight of the sole unit while retaining the structural integrity of the shoe.

Features the DuoMax support system; a dual density midsole system positioned to enhance support and stability, positioned sport specifically. There is an Internal Bracing System on the upper to provide increased support during sudden changes of direction.

Also features P-Guard technology; an abrasion and tear resistant synthetic material providing increased upper durability.MaterialRubber Synthetic 						",10449,12225.33,ASICS Gel-Speed Menace Men's Cricket Shoe,ASICS,UK6;UK6.5;UK7;UK7.5;UK8;UK8.5;UK9.5,http://products.activinstinct.com/y2013/m02/345134/65167537-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
395429-P325Y-0122,"
							The Asics Gel Advance 5 Cricket Spike features Solyte Midsole Material. This 55 degree Solyte lasting material is a lighter weight midsole compound than ASICS standard EVA and spEVA and provides a soft but stable platform feel. The Midsole also features enhanced cushioning and durability.

The rearfoot GEL Cushioning system attenuates shock during the impact phase and allows for a smooth transition to midstance whilst the EVA sockliner can be removed to accommodate a medical orthotic.

Features the DuoMax support system; a dual density midsole system positioned to enhance support and stability, positioned sport specifically.

The outsole is manufactured from injection PU, lighter than traditional rubber outsoles whilst giving a more supportive base.

There is also a Personal Heel Fit thanks to a memory foam lining in the heel collar and tongue to create a personalised fit around the ankle.

The Solyte midsole material consists of a spongy layer between the sole and upper designed to absorb shock and cushion the foot. Solyte is a lighter material than SpEVA or EVA and features enhanced durability.MaterialSynthetic Material 						",10500,12285,ASICS Gel-Advance 5 Men's Cricket Shoes,ASICS,UK6.5;UK7;UK7.5;UK8;UK8.5;UK9;UK10;UK12;UK13;UK14,http://products.activinstinct.com/y2013/m12/395429/55434256-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
431775-P328Y-0157,"
							Dual density midsole material positioned sport specifically which enhances support and stability by helping to correct the degree and velocity of pronation.

SpEVA is a spongy layer between the sole and upper designed to absorb shock and cushion the foot.

Rearfoot and forefoot GEL attenuates shock during impact and toe-off phases, and allows movement in multiple planes as the foot transitions through the gait cycle.

A sockliner which can be removed to accommodate a medical orthotic.

Plastic bridge under the arch which gives the shoe strength and stability without loss of flexibility.

Employs 55 degree Solyte lasting material for a soft but stable platform feel.MaterialRubber Synthetic Material 						",8699,10177.83,ASICS Gel-Peake 2 Men's Cricket Shoe,ASICS,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,http://products.activinstinct.com/y2014/m05/431775/27137880-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
431764-P326Y-0158,"
							An update version of an already brilliant shoe, the Gel Strike Rate 3 is a durable and hard wearing cricket shoe that still delivers brilliant support and comfort.

The durability comes thanks to the AHAR (ASICS High Abrasion Rubber) material placed in the critical areas of the sole.

The Asics Gel-Strike Rate features a synthetic leather and mesh upper. These lightweight and breathable materials enhance performance and fit.

The rearfoot and forefoot GEL cushioning systems attenuate shock during impact and toe-off phases and allow movement in multiple planes as the foot transitions through the gait cycle.

There is an Internal Bracing System on the upper to provide increased support during sudden changes of direction. Also features P-Guard technology; an abrasion and tear resistant synthetic material providing increased upper durability.

The Duo-max support system is a dual density midsole system that is positioned to enhance support and stability, positioned sport specifically.

The shoe features Solyte Midsole Material. This 55 degree Solyte lasting material is a lighter weight midsole compound than ASICS' standard EVA and spEVA and provides a soft but stable platform feel. The Midsole also features enhanced cushioning and durability.MaterialRubber Synthetic Material 						",10499,12283.83,ASICS Gel-Strike Rate 3 Men's Cricket Shoes,ASICS,UK7;UK7.5;UK8;UK8.5;UK9;UK9.5;UK10;UK10.5;UK11;UK12,http://products.activinstinct.com/y2014/m05/431764/47711421-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
395459-P223Y-0192,"
							The Asics Gel-Gully 3 is a quick, stylish and comfortable low profile cricket shoe featuring a good amount of Asics' technology.

Features and Benefits: With SpEVA midsole material it improves bounce back characteristics and decreases midsole breakdown for comfort and durability; a much needed asset for any cricket shoe.

The synthetic leather upper makes it lightweight and comfortable, enhancing performance and fit. With a Rearfoot Gel Cushioning System employed it attenuates shock during the impact phase and allows for a smooth transition to midstance. The PU plate outsole is incredibly lightweight, maintaining the structural integrity of the shoe with a triple option flexibility spike configuration.

The Trusstic System reduces the weight of the sole unit while retaining the structural integrity of the shoe.

Features the DuoMax support system; a dual density midsole system positioned to enhance support and stability, positioned sport specifically.MaterialRubber Synthetic Material 						",7700,9009,ASICS Gel-Gully 3 Men's Cricket Shoes,ASICS,UK7;UK7.5;UK8.5;UK9.5;UK10.5;UK12;UK14,http://products.activinstinct.com/y2013/m12/395459/60758807-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
166442--,,5499,6433.83,CARTA SPORT Spring Return Cricket Stumps,CARTA,,http://products.activinstinct.com/y2010/m03/166442/40913390-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
397952-SHIRTTRASSBLACK,"
							To meet the increasing demand from its many trail running athletes, Compressport now offers a unique range of compression shirts and shorts designed specifically for trail running, incorporating many new trail-specific features.

The unisex Short Sleeve Trail Shirt is designed to improve body-positioning and shoulder alignment, with light compression woven into the fabric to increase oxygenation during and after effort for enhanced recovery.

The water-repellent fibre wicks away moisture and evacuates sweat without absorbing it. No more uncomfortable heavy, damp clothing that irritates and stays wet.

The one-of-a-kind weave enhances air circulation, enabling a perfect balance between the inside and outside of the shirt. It provides protection in winter against the cold and in summer against the heat.						",8599,10060.83,COMPRESSPORT Compression Trail Top,COMPRESSPORT,S;M;L;XL,http://products.activinstinct.com/y2013/m12/397952/82941557-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
